"exchange"	"price"	"symbol"	"x"
"4963"	"D"	0.968	"AVL"	200
"4984"	"Y"	0.9683	"AVL"	100
"5031"	"K"	0.9693	"GPL"	500
"5081"	"D"	0.9698	"THM"	100
"5098"	"D"	0.97	"AVL"	700
"5104"	"D"	0.97	"GPL"	200
"5227"	"A"	0.9731	"GSS"	173
"5230"	"D"	0.9732	"GSS"	2921
"5233"	"A"	0.9733	"GSS"	100
"5234"	"D"	0.9733	"GSS"	900
"5235"	"J"	0.9733	"GSS"	200
"5236"	"K"	0.9733	"GSS"	200
"5237"	"Q"	0.9733	"GSS"	300
"5238"	"Z"	0.9733	"GSS"	3900
"5239"	"D"	0.9734	"GSS"	700
"5240"	"K"	0.9734	"GSS"	300
"5241"	"Z"	0.9734	"GSS"	300
"5246"	"D"	0.9736	"GSS"	950
"5313"	"P"	0.9757	"AVL"	100
"5425"	"D"	0.9799	"GSS"	441
"5452"	"C"	0.98	"GSS"	4085
"5453"	"D"	0.98	"GSS"	10000
"5454"	"Q"	0.98	"GSS"	600
"5455"	"Z"	0.98	"GSS"	100
"5476"	"D"	0.9801	"GSS"	200
"5488"	"D"	0.9802	"GSS"	200
"5489"	"J"	0.9802	"GSS"	100
"5490"	"Z"	0.9802	"GSS"	100
"5543"	"J"	0.9823	"GSS"	100
"5544"	"K"	0.9823	"GSS"	100
"5548"	"D"	0.9824	"GSS"	200
"5549"	"K"	0.9824	"GSS"	100
"5550"	"Q"	0.9824	"GSS"	200
"5551"	"Z"	0.9824	"GSS"	500
"5581"	"D"	0.985	"GSS"	3000
"5582"	"J"	0.985	"GSS"	4900
"5593"	"A"	0.9851	"GSS"	156
"5715"	"D"	0.9954	"GSS"	5000
"5721"	"D"	0.9957	"GSS"	100
"5723"	"D"	0.996	"GSS"	600
"5724"	"J"	0.996	"GSS"	1900
"5725"	"K"	0.996	"GSS"	200
"5925"	"A"	1.02	"URZ"	1000
"5968"	"A"	1.03	"URZ"	1500
"5969"	"D"	1.03	"URZ"	1900
"5970"	"K"	1.03	"URZ"	200
"6073"	"D"	1.08	"SOQ"	1400
"6120"	"A"	1.12	"ETAK"	7500
"6121"	"D"	1.12	"ETAK"	100
"6122"	"K"	1.12	"ETAK"	100
"6123"	"Z"	1.12	"ETAK"	300
"6127"	"D"	1.12	"UWN"	200
"6191"	"D"	1.14	"CUR"	800
"6192"	"Y"	1.14	"CUR"	200
"6214"	"D"	1.141	"CUR"	2100
"6228"	"D"	1.1499	"CUR"	3600
"6246"	"A"	1.15	"CUR"	800
"6247"	"D"	1.15	"CUR"	3088
"6248"	"Q"	1.15	"CUR"	1000
"6249"	"Y"	1.15	"CUR"	800
"6258"	"K"	1.15	"GRH"	100
"6262"	"K"	1.15	"GRO"	200
"6263"	"D"	1.15	"LDK"	200
