"","symbol","exchange","timegrp","effectiveSpread","price","spread","size","primary exchange"
"2569","MRK","D2","Early",0.0145543559213703,44.5827661578575,0.0128836328170719,145628,"N"
"2605","MS","D1","Early",1.55829136667688e-06,21.6310458276786,0.0102614982455384,116824,"N"
"2608","MS","D2","Early",0.0136669877287629,21.6218303903357,0.0114805915138938,361374,"N"
"2649","MSFT","D1","Early",2.96403306701873e-06,28.6451388435497,0.00965154295599004,58444,"Q"
"2652","MSFT","D2","Early",0.0128545643949392,28.6267871669235,0.0100736360292177,266012,"Q"
"2690","NKE","D1","Early",1.84582125756048e-06,58.6809677616242,0.0277410937893775,5154,"N"
"2693","NKE","D2","Early",0.0455295830442194,58.7015508350573,0.0455263706675747,22083,"N"
"2730","NOV","D1","Early",3.68754069010417e-05,69.8974825541178,0.0383313496907552,600,"N"
"2733","NOV","D2","Early",0.0452938341114619,69.7293751337757,0.0484944173734482,19921,"N"
"2768","NSC","D1","Early",5.340576171875e-06,76.9275001525879,0.0509986877441406,1100,"N"
"2771","NSC","D2","Early",0.0533466339111328,76.9209794998169,0.0637493133544922,11977,"N"
"2809","NWSA","D1","Early",1.50911100618132e-06,30.694450713776,0.0146156562553657,18989,"Q"
"2812","NWSA","D2","Early",0.0154848375755722,30.7119296932616,0.0117428728159038,45967,"Q"
"2851","ORCL","D1","Early",2.71044279399671e-06,32.6559121449788,0.0095786312170196,149853,"N"
"2854","ORCL","D2","Early",0.0110839570957347,32.6536149769643,0.0100573943423015,301990,"N"
"2891","OXY","D1","Early",4.25430921816915e-06,79.6197582372502,0.023532796526487,53524,"N"
"2894","OXY","D2","Early",0.0325016535765736,79.5993324983205,0.0350832386783392,84808,"N"
"2930","PEP","D1","Early",5.4115472837936e-06,79.4442434976267,0.0191846448321675,10600,"N"
"2933","PEP","D2","Early",0.0207537482766544,79.4265971464269,0.0231359145220588,18206,"N"
"2970","PFE","D1","Early",1.78813934326172e-06,29.0147503495216,0.00987513065338135,30894,"N"
"2973","PFE","D2","Early",0.010736362816507,29.0202676790178,0.0099551111058804,174957,"N"
"3011","PG","D1","Early",4.16148792613636e-06,77.9487009420023,0.0158439735313515,11876,"N"
"3014","PG","D2","Early",0.0224701631153729,77.87645064009,0.021169865385015,83164,"N"
"3052","PM","D1","Early",1.63487025669643e-06,93.103214263916,0.0307164873395647,3700,"N"
"3055","PM","D2","Early",0.0347255303607724,93.078847249349,0.0373992919921875,23950,"N"
"3093","QCOM","D1","Early",5.26535678917253e-06,66.450774179378,0.0150699884119168,19350,"Q"
"3096","QCOM","D2","Early",0.0228939785046524,66.4551777357466,0.01795417699921,105675,"Q"
"3130","RTN","D1","Early",2.61005602384868e-06,57.9857898511385,0.0242102773565995,2228,"N"
"3133","RTN","D2","Early",0.0269270175840797,58.0171710688893,0.0341462856385766,6770,"N"
"3167","SBUX","D1","Early",3.37453988882212e-06,57.2269224020151,0.0211541102482722,6300,"Q"
"3170","SBUX","D2","Early",0.0300458802117242,57.2319880856408,0.0289581086900499,39726,"Q"
"3205","SLB","D1","Early",5.28188852163462e-06,74.3019238985502,0.0238453791691707,3000,"N"
"3208","SLB","D2","Early",0.0326819253134561,74.374753778631,0.033286408110932,22116,"N"
"3242","SO","D1","Early",2.72478376116071e-06,46.7703575406756,0.0157149178641183,3300,"N"
"3245","SO","D2","Early",0.0173939044658954,46.7533463698167,0.0167697026179387,14412,"N"
"3279","SPG","D1","Early",6.53948102678571e-06,160.30857195173,0.0742863246372768,1700,"N"
"3282","SPG","D2","Early",0.0663091781291556,160.349487629343,0.0806394536444481,6117,"N"
"3316","T","D1","Early",2.21589032341452e-06,37.3966538485359,0.00948510450475356,65780,"N"
"3319","T","D2","Early",0.010692181598492,37.3997341724152,0.0100709360542027,238250,"N"
"3357","TGT","D1","Early",7.62939453125e-06,68.9700012207031,0.0400009155273438,200,"N"
"3360","TGT","D2","Early",0.0349368045204564,68.9224678842645,0.043159284089741,9963,"N"
"3395","TWX","D1","Early",3.39084201388889e-06,58.0061115688748,0.0299996270073785,900,"N"
"3398","TWX","D2","Early",0.0385168075561523,57.9836851755778,0.0348337173461914,8294,"N"
"3436","TXN","D1","Early",1.75388380028736e-06,34.8477009740369,0.00896559090449892,18935,"Q"
"3439","TXN","D2","Early",0.015406253190846,34.8440453271124,0.0109114557424755,77437,"Q"
"3474","UNH","D1","Early",2.45506699020798e-06,62.4576518148989,0.0341557876483814,119335,"N"
"3477","UNH","D2","Early",0.0391857501620267,62.4736262522974,0.0401177744639242,612570,"N"
"3514","UNP","D1","Early",0,141.568000793457,0.148001098632812,1200,"N"
"3517","UNP","D2","Early",0.116327509149775,141.549443837759,0.129727200344876,18222,"N"
"3553","UPS","D1","Early",3.49680582682292e-06,83.9901038805644,0.0268735885620117,6300,"N"
"3556","UPS","D2","Early",0.0251768980104202,83.9602632028855,0.0271937190999127,65348,"N"
"3592","USB","D1","Early",3.5979531028054e-06,34.0171603723006,0.00954389572143555,15421,"N"
"3595","USB","D2","Early",0.0133475445686503,34.0328998971493,0.0108509469539561,11783,"N"
"3630","UTX","D1","Early",3.814697265625e-06,93.076000213623,0.0420005798339844,1000,"N"
"3633","UTX","D2","Early",0.0519565813469164,93.1218001625755,0.0635605436382872,24765,"N"
"3668","V","D1","Early",8.392333984375e-06,168.393626403809,0.0842514038085938,9700,"N"
"3671","V","D2","Early",0.0686313016915027,168.407502162604,0.0867270952389564,32534,"N"
"3706","VZ","D1","Early",2.80357268919428e-06,49.5678919137242,0.0112040416303887,16161,"N"
"3709","VZ","D2","Early",0.0156222227274865,49.5579302196124,0.0156939563264928,92189,"N"
"3745","WAG","D1","Early",2.2125244140625e-06,47.3257999420166,0.0191997528076172,7030,"N"
"3748","WAG","D2","Early",0.0291906992594401,47.3305772145589,0.0319702264034387,11318,"N"
"3786","WFC","D1","Early",3.58249830163043e-06,36.9864790543266,0.00982632844344429,34960,"N"
"3789","WFC","D2","Early",0.0111623103075688,36.9888392986638,0.010158644572343,131461,"N"
"3828","WMB","D1","Early",1.80696186266447e-06,37.9886842024954,0.0173683166503906,2300,"N"
"3831","WMB","D2","Early",0.0200904580049737,37.994893983353,0.019999437553938,18042,"N"
"3868","WMT","D1","Early",5.24520874023438e-06,75.5251567363739,0.0212492942810059,11481,"N"
"3871","WMT","D2","Early",0.0221248181338238,75.5396149533654,0.0239587386852594,75298,"N"
"3908","XOM","D1","Early",1.01725260416667e-06,90.5536661783854,0.0193349202473958,3000,"N"
"3911","XOM","D2","Early",0.0378467583217504,90.5276269737197,0.0422074019543232,48295,"N"
