"","A","B","C","D","J","K","M","N","P","Q","W","X","Y","Z"
"MBWM",0,100,0,800,0,400,0,0,400,1600,0,0,100,1100
"MCA",0,0,0,20888,0,4823,0,2900,2170,200,0,0,0,400
"MCBC",0,800,0,29490,800,9093,0,0,2150,7768,100,0,900,1000
"MCBI",0,0,0,1450,600,900,0,0,300,400,0,0,0,1100
"MCC",0,10202,1500,136903,5300,18369,0,50171,23300,20127,2200,800,2900,9794
"MCD",0,39683,1600,1145875,45287,206632,0,443397,219964,306750,22100,7500,26543,211351
"MCEP",0,100,0,11879,100,6532,0,0,2003,4739,0,0,100,600
"MCF",700,0,0,5150,0,300,0,0,1300,400,0,100,100,200
"MCGC",0,3100,0,141109,3701,25984,0,0,19345,56698,500,400,2300,19593
"MCHI",0,1405,0,101036,13438,10220,0,0,39885,28702,0,100,300,55603
"MCHP",0,21072,900,196621,7549,32722,0,0,63702,120870,2100,500,2300,83536
"MCHX",0,100,0,2669,0,800,0,0,200,2375,0,0,100,500
"MCI",0,0,300,7174,0,0,0,100,100,0,0,0,0,0
"MCK",0,9812,200,109700,3289,27274,0,43735,28537,32418,300,900,1900,12293
"MCN",0,1830,600,62291,800,4900,0,4000,15062,10274,100,0,300,490
"MCO",0,22240,0,198176,10640,11499,0,35832,33747,31623,2422,5421,5000,22518
"MCOX",0,200,3300,48243,600,6828,0,0,1100,4472,0,0,0,200
"MCP",0,55149,6600,2516184,42575,417610,0,248596,320775,245378,10100,12450,20500,238668
"MCQ",0,0,0,0,0,400,0,425,0,0,0,0,0,0
"MCR",0,1200,0,56104,455,3600,0,21204,3232,600,500,200,1432,3400
"MCRI",0,200,0,525,0,0,0,0,100,100,0,0,0,0
"MCRL",0,800,500,8954,1618,1433,0,0,2800,18090,1100,0,1100,5400
"MCRO",0,0,0,1033,0,0,0,0,0,0,0,0,0,0
"MCRS",0,3800,600,70373,3000,11993,0,0,41214,55260,800,0,3300,38003
"MCS",0,2700,0,10135,0,1180,0,9972,700,2840,600,100,300,600
"MCV",0,0,0,31459,0,0,0,700,0,0,0,0,0,0
"MCY",0,20226,0,104116,4800,8803,0,39058,74321,34934,1300,300,3050,16387
"MCZ",9800,0,13900,16810,100,12801,0,0,200,7506,0,0,0,0
"MD",0,4032,400,51339,6647,11111,0,23295,12800,7301,700,400,4800,12742
"MDAS",0,600,0,38684,2000,10457,0,0,9962,18998,200,0,1000,4440
"MDC",0,27209,200,237512,7200,18115,0,102330,38010,59411,3800,2400,9476,33182
"MDCA",0,200,300,29221,1000,1100,0,0,4200,9289,0,0,100,1600
"MDCI",0,200,900,103952,300,7261,0,0,13330,7686,0,0,600,2100
"MDCO",0,6747,100,241565,9000,52529,0,0,42384,92972,1000,0,4100,34114
"MDD",0,0,0,608,0,0,0,0,0,0,0,0,0,0
"MDGN",300,0,200,14257,0,400,0,0,100,7570,0,0,0,0
"MDIV",0,14500,500,201254,500,10930,0,0,5400,33914,0,0,2200,12489
"MDLZ",12641,115828,3584,3078349,209365,295224,0,0,429706,956394,67600,3300,101713,850255
"MDM",200,0,0,1000,0,0,0,0,500,0,0,0,0,0
"MDP",0,4300,0,45453,300,3940,0,65726,14368,20741,400,500,1600,4800
"MDR",0,49500,0,270284,11403,87372,0,69641,52199,58247,7100,7400,4500,41719
"MDRX",1400,15266,300,185385,15600,38977,0,0,52397,112929,200,1100,14349,128036
"MDSO",0,2700,700,41075,1000,8738,0,0,10200,16800,200,400,700,4537
"MDT",0,18136,448,700938,40980,73499,0,242084,132154,170733,14163,10700,6330,136132
"MDU",0,9600,800,74056,3900,15300,0,50912,25185,39193,4300,1600,12600,15398
"MDVN",0,5800,100,95945,9770,31329,0,0,45223,46492,100,600,1800,33092
"MDW",11060,100,300,84380,200,4000,0,0,3400,6800,0,0,400,3328
"MDY",0,12089,0,157112,4868,39899,1487,0,65553,69872,0,2600,4379,93511
"MDYG",0,200,0,2222,0,300,0,0,100,0,0,0,0,0
"MDYV",0,0,0,596,0,0,0,0,0,500,0,0,0,100
"MEA",2100,0,0,40521,700,5583,0,0,1100,8910,100,0,500,300
"MEAS",0,400,0,168085,0,300,0,0,997,1898,0,0,400,400
"MED",0,3800,0,12784,500,11675,0,9067,3400,3300,100,300,600,3800
"MEET",900,100,1219,33002,300,8085,0,0,5161,12408,0,0,900,900
"MEG",0,2000,200,65349,1300,7025,0,9323,10273,12664,100,200,1100,1900
"MEI",0,3014,100,73999,700,14769,0,16807,25904,5500,300,300,500,2200
"MEIP",0,600,0,37502,200,1856,0,0,1487,3959,0,0,200,300
"MELA",0,599,0,69993,0,2484,0,0,600,4999,0,0,500,2800
"MELI",0,54400,100,61285,3000,17995,0,0,32936,23519,700,200,3400,15707
"MEMP",0,1800,300,114916,2319,24138,0,0,11091,11462,100,0,3036,3620
"MEMS",0,124205,1800,367994,14900,18894,0,0,38271,35681,500,100,26621,95675
"MEN",0,0,0,27930,500,800,0,1800,0,0,0,0,200,0
"MENT",0,1700,400,95699,5383,13279,0,0,47189,146317,900,100,27951,25165
"MEOH",0,1400,100,79260,6300,34667,0,0,15000,51438,900,0,1200,28401
"MERC",0,0,0,173050,0,400,0,0,1900,5200,0,0,0,1200
"MERU",0,1500,400,52435,700,3358,0,0,2633,9315,500,0,3500,3200
"MES",0,0,0,0,0,0,0,0,0,0,9400,0,0,0
"MET",0,116203,4500,4508430,137520,350051,0,939616,803356,1313222,32723,38700,63812,970763
"METR",0,0,0,800,0,200,0,0,1600,800,0,0,0,700
"MFA",0,25165,6227,347121,66581,32822,0,162421,68802,89932,10800,13500,21983,82084
"MFB",0,900,0,11247,3400,6143,0,3700,2700,1300,100,0,1500,12096
"MFC",0,53046,1500,251566,25058,32718,0,213890,62874,63557,1307,14000,35696,108309
"MFD",0,0,0,17606,0,4447,0,3098,2800,400,0,0,100,0
"MFG",0,17491,0,111572,23247,34068,0,37950,50652,18220,1000,900,13800,67244
"MFI",0,0,0,6948,0,800,0,0,100,982,0,0,0,0
"MFL",0,500,0,34874,0,2605,0,6999,1505,4698,0,0,100,0
"MFLX",0,0,100,66829,300,1800,0,0,1407,7811,100,0,200,4700
"MFM",0,0,0,26983,0,0,0,800,10800,300,200,0,0,0
"MFNC",0,0,0,400,0,0,0,0,0,0,0,0,0,0
"MFO",0,100,0,4900,100,100,0,300,100,0,0,0,0,0
"MFRI",0,0,0,1150,0,0,0,0,100,1056,0,0,0,0
"MFRM",0,2466,0,48795,1400,3697,0,0,20054,14686,600,0,200,2800
"MFSF",0,0,400,2700,0,526,0,0,700,1300,0,0,0,400
"MFT",0,0,0,5784,0,0,0,1522,775,0,0,100,0,0
"MFV",0,0,0,2969,0,487,0,2380,0,200,0,0,0,0
"MG",0,1200,0,33684,300,3100,0,6240,5000,5300,0,300,200,2880
"MGA",0,14437,0,49321,2700,18920,0,21470,15500,27230,1700,200,1800,19300
"MGAM",0,8542,300,85307,1500,10974,0,0,8383,46894,300,100,1000,14272
"MGC",0,0,0,6594,0,200,0,0,25960,800,0,0,0,904
"MGCD",0,0,0,500,0,0,0,0,0,0,0,0,0,0
"MGEE",0,200,200,4700,0,1300,0,0,700,6938,0,0,300,500
"MGF",0,4662,100,30882,1266,2063,0,10061,200,100,0,0,5209,1700
"MGH",4500,0,0,24345,0,0,0,0,0,0,0,0,0,0
"MGI",0,1100,400,8200,200,100,0,3666,1050,1400,0,100,200,900
"MGIC",0,1500,0,17770,300,1470,0,0,987,50093,0,0,0,400
"MGJ",0,0,0,0,0,0,0,0,100,0,0,0,0,0
"MGK",0,0,0,19468,0,0,0,0,3800,1989,0,0,0,959
"MGLN",0,700,0,31882,1339,3396,0,0,19274,12661,100,0,600,10225
"MGM",0,76453,16600,1730134,131457,304060,0,616474,227567,374084,9896,112526,131757,367008
"MGN",0,700,0,6480,500,100,0,0,0,2400,0,0,0,100
"MGPI",0,0,0,3336,0,1523,0,0,600,5375,0,0,0,100
"MGR",0,0,0,2374,0,0,0,1850,100,0,0,0,0,0
"MGRC",0,0,0,3837,0,400,0,0,600,1500,0,0,0,300
"MGT",100,700,100,72461,1000,5237,0,0,2500,5310,0,0,200,500
"MGU",0,300,0,16437,0,4506,0,3553,300,900,0,0,0,200
"MGV",0,0,0,24341,6477,3875,0,0,15100,1700,0,0,0,1900
"MHD",0,0,0,7390,0,100,0,969,1772,0,0,0,0,0
"MHE",0,0,0,0,0,0,0,0,0,100,0,0,0,0
"MHF",0,100,0,17963,0,200,0,1107,0,0,0,0,0,1600
"MHGC",0,700,0,401882,700,300,0,0,2000,9800,0,0,400,2400
"MHH",0,0,0,9536,0,0,0,0,0,0,0,0,0,0
"MHI",0,0,0,20289,300,0,0,1600,0,0,0,0,100,0
"MHK",0,46511,500,185243,7384,20077,0,45429,96124,35827,1300,1500,5806,19462
"MHLD",0,1500,0,13876,700,3960,0,0,1600,16634,800,0,0,1900
"MHM",0,0,0,500,0,0,0,0,0,0,0,0,0,0
"MHN",0,0,200,29642,0,1400,0,5126,2450,1000,0,0,0,200
"MHNA",0,0,0,1500,0,0,0,0,600,0,0,0,0,0
"MHNB",0,0,0,2760,0,0,0,1488,0,0,0,0,0,0
"MHO",0,18600,100,103976,1600,11748,0,30735,60227,32762,600,2604,2700,27600
"MHR",0,61192,700,2162272,86517,295476,0,292985,129585,116360,3100,100,72365,143403
"MHW",0,0,0,1700,0,0,0,0,0,0,0,0,0,0
"MHY",0,4536,0,69509,3400,3842,0,6291,10805,900,700,0,13757,1600
"MIC",0,4200,0,45968,1000,4750,0,14950,6655,8336,0,900,900,1200
"MIDD",0,1500,0,11424,800,600,0,0,1600,7388,200,0,1600,2000
"MIDU",0,204,0,32516,0,100,0,0,6814,3029,0,0,0,100
"MIDZ",0,0,0,14865,100,200,0,0,3577,300,0,0,0,100
"MIE",0,0,0,11800,0,0,0,5422,0,0,0,0,0,0
"MIG",0,23385,600,149655,2900,9391,0,51811,41315,29702,1400,700,3200,22027
"MIL",0,1400,200,46606,1400,4000,0,16206,3200,2300,0,0,2600,3300
"MILL",0,1002,100,31359,1000,5230,0,17975,4899,6904,0,100,300,6610
"MIN",0,3300,100,178446,7845,4545,0,11855,6322,6298,100,0,16137,300
"MINC",0,0,0,8461,0,0,0,0,0,0,0,0,0,0
"MIND",0,100,0,13596,600,2600,0,0,1300,6450,400,0,300,900
"MINI",0,700,200,11427,800,9917,0,0,4000,4835,100,100,300,1600
"MINT",0,1447,0,106138,2900,8555,0,0,17952,2700,0,0,300,4900
"MITK",0,300,0,59884,2100,24249,0,0,4171,20700,100,0,700,2400
"MITL",0,0,0,1600,0,1027,0,0,100,1100,0,0,0,0
"MITT",0,4400,0,94670,5400,13215,0,41104,7660,10594,3200,0,7322,6300
"MIW",0,0,0,500,0,0,0,0,0,0,0,0,0,0
"MIY",0,0,0,7172,0,100,0,1600,575,2501,0,0,0,600
"MJI",0,0,0,6570,0,0,0,1709,500,0,0,0,0,0
"MJN",0,43623,600,491311,11900,43917,0,103610,89381,103944,5100,7200,7151,50163
"MKC",0,8400,500,111894,4735,15610,0,29567,42571,25761,5000,0,3100,11500
"MKL",0,200,0,4178,100,800,0,1415,2325,603,1100,0,100,331
"MKSI",0,1400,0,11688,800,5300,0,0,6500,14281,100,0,200,9400
"MKTG",0,1100,0,73359,1377,3500,0,0,6000,10700,100,0,200,3563
"MKTX",0,2400,0,40162,3200,13067,0,0,12000,21988,0,0,800,9100
"MLAB",0,0,0,3100,0,0,0,0,1200,300,0,0,0,400
"MLG",0,0,0,3205,0,0,0,1816,0,0,0,0,0,0
"MLHR",0,800,0,16357,900,3528,0,0,7100,14112,200,100,900,6900
"MLI",0,2774,0,12975,500,3000,0,8700,3900,7387,0,0,900,1000
"MLM",0,8300,600,74600,200,4400,0,13409,7000,10877,800,346,1400,6632
"MLN",0,0,0,7654,0,443,0,0,700,0,0,0,0,0
