;A;B;C;D;J;K;M;N;P;Q;W;X;Y;Z
NGL;0;400;0;8052;0;500;0;1018;1300;100;0;0;100;0
NGLS;0;400;0;7918;0;1143;0;1802;1000;601;100;0;200;300
NGPC;0;400;0;1217;500;0;0;0;200;5591;0;0;0;200
NGS;0;100;0;300;0;0;0;800;0;0;0;0;0;0
NGVC;0;200;0;7447;300;200;0;722;0;100;0;0;100;900
NHC;300;0;0;0;0;0;0;0;100;0;0;0;0;0
NHF;0;200;0;2045;100;0;0;100;0;0;0;0;200;0
NHI;0;0;0;795;0;100;0;1307;1281;788;0;100;0;400
NHS;0;0;0;300;0;0;0;0;0;0;0;0;0;0
NI;0;4554;100;64707;4200;3200;0;32425;7221;5189;400;400;991;11459
NICE;0;300;0;1908;200;200;0;0;1000;900;0;0;200;0
NICK;0;200;0;400;0;0;0;0;0;400;0;0;100;0
NID;0;100;0;6705;0;1300;0;0;0;0;0;0;105;0
NIE;0;0;0;101;0;0;0;1190;0;0;0;0;0;100
NIHD;3000;12652;200;55478;13610;9809;0;0;16510;26260;3300;200;13459;12393
NILE;0;600;0;1000;400;0;0;0;0;6448;100;0;100;200
NIM;0;0;0;100;0;0;0;0;0;0;0;0;0;0
NIO;0;100;0;1475;0;0;0;400;0;0;0;0;0;0
NJ;0;0;0;700;0;0;0;1600;737;0;0;0;0;100
NJR;0;1100;0;4500;348;200;0;3154;1705;300;0;0;0;216
NKA;0;200;0;600;0;0;0;400;0;200;0;0;100;0
NKE;0;4165;200;23070;2700;4427;0;21846;2873;7812;2200;100;500;9880
NKG;0;0;0;400;0;0;0;0;100;0;0;0;0;0
NKSH;0;0;0;400;0;0;0;0;0;0;0;0;0;0
NKTR;0;1900;0;33617;1000;3554;0;0;4183;6313;1400;0;500;4675
NKX;966;0;0;400;0;0;0;0;100;100;0;0;0;0
NKY;0;200;0;4900;431;16300;0;0;112076;30557;0;0;600;27700
NL;0;0;0;0;0;0;0;200;0;100;0;0;0;0
NLNK;0;300;0;600;0;200;0;0;0;1879;0;0;0;0
NLR;0;0;0;700;0;0;0;0;0;0;0;0;0;0
NLS;0;2300;100;9573;2200;300;0;2100;1590;1900;1500;100;1300;3317
NLSN;0;3500;300;22764;14900;4500;0;69693;9809;29117;0;0;4193;8500
NLST;0;0;0;3000;0;0;0;0;0;0;0;0;0;0
NLY;0;43244;400;236583;14617;11695;0;78031;13535;52408;1775;1700;7399;20338
NM;0;3500;200;18800;1400;700;0;8100;5095;1100;700;200;2300;2078
NMA;0;0;0;2667;0;0;0;200;0;0;0;0;0;0
NMFC;0;1000;0;20571;500;1014;0;5500;910;2500;0;0;500;500
NML;4834;0;0;2643;0;100;0;0;0;0;0;0;0;0
NMM;0;325;0;1770;0;200;0;310;1087;500;0;0;100;150
NMO;0;0;0;1000;0;0;0;100;0;0;0;0;0;0
NMR;0;6843;200;47866;10969;6885;0;41600;12398;6157;100;200;4500;16734
NMRX;0;100;0;400;0;0;0;0;0;300;0;0;0;0
NMY;0;0;0;200;0;0;0;0;196;0;100;0;0;0
NMZ;0;0;0;100;0;0;0;0;0;0;0;0;0;0
NNA;0;0;0;700;0;0;0;0;0;0;0;0;0;0
NNBR;0;300;0;1636;0;200;0;0;600;600;0;0;0;300
NNC;0;0;0;600;0;0;0;0;0;0;0;0;0;0
NNI;0;300;0;3600;100;400;0;3500;903;400;100;0;312;300
NNN;0;2700;100;7680;1267;700;0;9300;2765;5327;1100;100;400;2600
NNP;0;0;0;0;0;0;0;100;0;0;0;0;0;0
NOA;0;130;0;0;450;100;0;0;100;100;0;0;0;0
NOAH;0;0;0;100;0;300;0;0;0;0;0;0;0;0
NOC;0;5834;200;7000;1436;2802;0;12855;2509;3146;0;1400;2100;7739
NOG;2248;2332;0;10186;1400;1544;0;0;4918;2988;1154;0;400;700
NOK;0;217994;0;1000846;117291;30439;0;81915;130186;32831;2300;0;32576;33348
NOR;0;1200;0;8200;500;300;0;2954;900;200;1700;0;500;300
NOV;0;9800;1000;90382;3100;13649;0;31737;7519;19460;200;200;2000;3900
NOVB;0;100;0;643;0;200;0;0;0;1800;0;0;0;0
NOW;0;2205;300;76320;600;4300;0;5724;2700;3200;1607;1200;200;4600
NP;0;500;0;1800;0;0;0;2728;900;832;0;0;0;300
NPBC;0;2278;700;14700;1500;2600;0;0;2200;16652;300;390;1100;6089
NPI;0;300;0;1120;0;0;0;600;0;0;0;0;0;0
NPK;0;0;0;100;0;0;0;631;0;0;0;0;0;300
NPM;0;100;0;12314;700;0;0;300;0;600;0;0;0;100
NPO;0;2847;0;5394;500;500;0;5727;384;1361;300;100;300;1900
NPP;0;0;0;2084;0;0;0;100;0;0;0;0;0;0
NPSP;0;5000;0;45329;4300;17476;0;0;2924;9009;0;0;2624;8112
NPT;0;100;0;1085;0;0;0;0;0;0;0;0;0;0
NPTN;0;0;0;179;0;0;0;300;100;100;0;0;0;0
NPV;0;0;0;1400;0;0;0;200;0;0;0;0;0;0
NPY;0;0;0;100;0;0;0;0;0;0;0;0;0;0
NQ;0;2200;100;7693;900;1415;0;29500;500;2300;0;100;800;300
NQI;0;0;0;1165;0;0;0;770;100;0;0;100;0;0
NQJ;0;0;0;0;0;0;0;100;0;0;0;0;0;0
NQM;0;0;0;0;0;300;0;0;0;0;0;0;0;0
NQP;0;0;0;0;0;0;0;400;0;0;0;0;0;0
NQS;0;0;0;100;0;0;0;1403;0;0;0;0;0;0
NQU;0;0;0;250;0;0;0;0;0;0;0;0;0;0
NR;0;6400;0;16000;1700;1800;0;11525;2636;5184;598;500;1900;5700
NRF;0;8871;0;46135;6638;2972;0;24830;6456;4653;1516;1700;2800;5267
NRG;0;5790;100;56636;6567;5398;0;16353;5536;2500;2100;1100;2254;11318
NRGM;0;0;0;550;0;200;0;1532;0;100;0;0;0;0
NRGY;0;2014;100;13275;2200;3900;0;10696;6708;8050;500;0;700;2674
NRIM;0;0;0;0;0;0;0;0;100;0;0;0;0;0
NRK;1853;300;0;300;0;858;0;0;200;0;0;0;0;0
NRO;0;1600;0;3944;700;492;0;0;0;100;200;0;0;100
NRP;0;900;0;1100;100;100;0;700;100;200;0;0;100;664
NS;0;1600;0;3528;500;1464;0;1645;200;400;0;0;0;400
NSC;0;5366;0;20754;1100;3200;0;13955;3806;1200;200;0;1500;2070
NSH;0;1200;0;1940;500;400;0;596;0;0;0;0;100;100
NSIT;0;0;0;3400;200;200;0;0;5600;2512;0;0;0;300
NSL;0;0;0;10550;0;2700;0;222;1900;0;0;0;0;0
NSLP;0;0;0;0;0;0;0;200;0;0;0;0;0;0
NSM;0;2000;0;5183;773;300;0;3251;1200;1600;200;200;100;2250
NSP;0;0;0;696;200;200;0;3539;400;300;0;0;0;500
NSPH;0;400;0;7200;700;1000;0;0;200;5097;100;0;1200;3800
NSPR;0;0;10000;13000;952;0;0;0;6300;0;0;0;0;23557
NSR;0;1844;0;3300;100;100;0;2839;1500;600;0;0;517;945
NSS;0;0;0;100;0;0;0;300;100;0;0;0;0;0
NSU;100;1700;0;4800;600;600;0;0;1137;1263;0;200;0;1900
NTAP;0;7311;0;124622;16409;18399;0;0;38896;131634;300;200;3650;45784
NTC;0;0;0;900;0;0;0;0;0;0;0;0;0;0
NTCT;0;200;0;10400;752;2000;0;0;1732;6080;100;100;358;2800
NTE;0;3800;0;18068;1200;1100;0;7053;3758;2900;400;0;300;600
NTES;0;300;400;4300;1320;5680;0;0;1500;4899;200;100;300;300
NTG;0;300;0;1415;0;0;0;3500;0;0;0;0;0;500
NTGR;0;800;300;5739;500;600;0;0;3100;7316;738;0;500;1600
NTI;0;700;200;8870;505;318;0;3711;1000;3271;0;0;100;400
NTK;0;0;0;200;0;0;0;0;1360;500;0;0;0;0
NTLS;0;200;0;3133;0;100;0;0;100;1407;0;0;0;213
NTRI;0;2400;100;23003;100;1700;0;0;3200;5061;300;0;200;4200
NTRS;0;2871;0;20326;1600;1000;0;0;2965;11630;900;200;2756;4900
NTS;300;0;0;1700;0;0;0;0;0;0;100;0;1000;0
NTSC;0;0;0;100;0;200;0;0;0;380;0;0;0;0
NTT;0;1000;0;2642;500;600;0;1868;700;400;1000;0;200;400
NTWK;0;400;0;3000;400;1000;0;0;2500;1700;0;100;200;400
NTX;0;0;0;0;0;0;0;322;0;0;0;0;0;0
NU;0;7400;100;40330;5443;4427;0;16350;4232;9648;2223;1000;1327;12431
NUAN;0;3100;0;78037;12014;3787;0;0;3281;18151;900;0;4340;10466
NUC;0;0;0;100;0;0;0;0;0;0;0;0;0;0
NUCL;0;0;0;0;0;0;0;0;0;335;0;0;0;0
NUE;0;14997;0;54732;8968;3483;0;34287;4818;6199;1000;1100;4651;8799
NUGT;0;2900;0;72186;2428;2907;0;0;15706;6013;200;0;3500;6929
NUJ;0;0;0;400;0;0;0;0;0;0;0;0;0;0
NURO;0;0;0;200;0;0;0;0;0;0;0;0;0;0
NUS;0;600;100;9952;0;3800;0;2442;400;1000;100;0;400;1400
NUTR;0;0;0;0;0;200;0;0;0;100;0;0;0;0
NUV;0;500;0;3857;200;0;0;2627;100;2766;0;0;400;300
NUVA;0;2100;0;7700;2300;2300;0;0;900;5746;200;400;800;2500
NUW;0;0;0;1200;0;113;0;1300;0;0;0;0;0;0
NVAX;0;2099;0;81749;7850;9716;0;0;2000;13100;0;0;2490;20988
NVC;0;100;0;300;100;0;0;974;0;100;0;0;0;0
NVDA;100;21581;0;247259;35114;6027;0;0;32550;33653;0;100;25314;12407
NVDQ;0;400;0;6830;0;3521;0;0;100;1000;200;0;0;0
NVE;0;16530;200;31593;6159;2800;0;22827;2415;3996;100;200;400;7072
NVEC;0;0;0;142;0;0;0;0;0;0;0;0;0;200
NVG;0;0;0;3900;0;100;0;0;200;100;0;0;0;0
NVMI;0;0;0;800;0;0;0;0;100;300;0;0;0;0
NVO;0;900;0;7052;0;700;0;1324;200;100;100;0;500;200
NVR;0;0;0;700;100;300;0;200;517;0;400;0;0;100
NVS;0;1400;100;32472;500;6469;0;29960;7357;1700;200;100;200;1438
NVTL;0;200;0;16700;700;0;0;0;300;0;0;0;0;100
NVX;0;0;0;507;0;0;0;0;0;0;0;0;0;0
NWBI;0;1369;0;11300;1700;3700;0;0;1100;5545;2200;0;700;4600
NWBO;0;0;0;500;0;0;0;0;0;0;0;0;0;0
NWE;0;100;0;4900;102;200;0;2117;1634;400;200;0;0;500
NWL;0;18486;0;39773;4900;7000;0;55176;5729;19339;3200;1900;7545;30786
NWLI;0;0;0;0;0;0;0;0;0;224;0;0;0;0
NWN;0;0;0;6021;0;300;0;1013;200;500;100;0;0;0
NWPX;0;0;0;300;100;0;0;0;0;600;0;0;0;200
NWS;0;9592;0;23265;6972;5589;0;0;9196;10428;500;1400;3400;18042
NWSA;0;27287;100;106186;18851;15033;0;0;26481;85859;2484;600;8551;32218
NWY;0;370;0;1600;0;0;0;2158;1300;900;0;0;135;643
NX;0;2636;0;3200;1200;0;0;4843;1884;1100;200;300;400;1300
NXJ;0;0;0;0;0;100;0;0;0;0;0;0;0;0
NXP;0;0;0;2035;0;0;0;0;0;0;0;0;0;0
NXPI;0;4310;200;198213;13035;13100;0;0;18676;32152;1000;400;11907;30742
NXQ;0;0;0;0;0;0;0;100;0;0;0;0;0;0
NXST;0;2000;100;5700;500;300;0;0;1000;5382;100;0;0;600
NXTM;0;400;0;1100;0;300;0;0;700;2499;0;0;800;400
NXZ;0;0;0;1846;0;0;0;0;0;521;0;0;0;0
NYC;0;0;0;1361;0;0;0;0;100;0;0;100;0;0
NYCB;0;11387;0;69575;11496;8893;0;60867;13018;16186;4617;800;8747;18100
NYMT;0;800;0;9100;2800;200;0;0;2327;4647;0;0;2426;1100
NYMX;0;100;0;250;0;0;0;0;0;100;0;0;0;100
NYNY;0;0;0;200;0;0;0;0;0;0;0;0;0;0
NYT;0;13032;0;53516;6011;3600;0;17428;8919;4667;5300;0;4200;12877
NYX;0;12239;0;27024;1726;200;0;5908;200;3841;0;100;1400;7914
NZF;0;100;0;4508;0;2193;0;0;100;100;0;0;0;0
NZH;0;100;0;1200;0;0;0;0;0;0;0;0;0;0
O;0;3700;100;20961;1000;400;0;6854;1238;3357;600;0;1200;4878
OABC;0;0;0;101;0;0;0;0;200;0;0;0;0;0
OAK;0;600;0;4390;0;1467;0;394;200;0;0;0;0;0
OAKS;0;0;0;165;100;100;0;511;0;0;0;0;0;0
OAS;0;4193;0;35349;2821;16042;0;25552;10214;5856;3500;800;1100;6579
OB;0;200;0;900;0;0;0;0;0;0;0;0;0;300
OBCI;0;0;0;1939;0;0;0;0;0;0;0;0;0;0
OC;0;12574;100;46591;3000;4943;0;22661;8023;5047;1900;300;2850;7522
OCC;0;0;0;0;0;0;0;0;0;100;0;0;0;0
OCFC;0;0;0;600;0;200;0;0;100;577;0;0;0;200
OCLR;0;0;0;17039;3209;100;0;0;0;700;0;0;200;1300
OCLS;0;0;0;500;0;0;0;0;0;300;0;0;0;0
OCN;0;8000;200;21497;5003;3879;0;29393;17241;8991;300;500;2500;6040
OCR;0;5145;0;20134;1399;2154;0;31978;8100;3000;200;200;500;5715
OCZ;0;2679;0;27894;1300;1600;0;0;0;300;0;200;1081;1800
ODC;0;0;0;0;0;0;0;100;0;0;0;0;0;0
ODFL;0;1300;0;4400;345;1966;0;0;2400;8831;100;0;0;1500
ODP;0;23199;0;166852;14818;1700;0;35005;7961;7594;500;1600;3097;11767
OEF;0;0;0;15755;2700;0;0;0;900;1000;0;0;1100;2800
OEH;0;3300;0;19980;1200;700;0;3826;2200;800;800;300;800;1500
OFC;0;1800;100;5728;500;500;0;16968;906;883;0;0;500;3509
OFG;0;100;0;1500;300;300;0;4690;1309;200;200;0;0;400
OFIX;0;100;800;4027;1300;1400;0;0;2100;10518;0;0;300;800
OFS;0;0;0;400;0;100;0;0;100;400;0;0;0;100
OGE;0;1800;0;4700;500;772;0;2399;1062;914;200;0;400;300
OGEN;0;0;0;0;0;100;0;0;0;0;0;0;0;0
OGXI;0;100;0;2700;0;0;0;0;0;300;0;0;0;200
OHI;0;15653;100;35610;2950;1300;0;53787;4160;4509;6200;100;3600;6671
OI;0;11390;500;74446;3200;3500;0;21558;10500;14002;1900;300;3000;10203
OIA;0;0;0;820;0;0;0;0;0;537;0;0;0;111
OIBR;0;3500;0;20976;328;5800;0;24376;8800;1100;1400;0;2796;7800
OIH;0;4400;300;39650;15400;40935;0;0;11314;12667;200;0;3817;7370
OII;0;800;100;4260;700;600;0;9062;1979;1100;900;0;300;1200
OIIM;0;200;0;500;0;0;0;0;0;100;0;0;0;0
OIL;0;1700;0;12750;6800;3101;0;0;5838;2600;200;0;1487;7999
OILT;0;100;0;0;0;0;0;900;600;0;0;0;0;0
OIS;0;800;200;6496;500;200;0;8919;3000;2200;0;100;400;1236
OKE;0;3235;0;53318;7040;3018;0;12692;700;1800;400;100;400;4183
OKS;0;300;0;4993;0;100;0;900;0;895;0;0;0;600
OKSB;0;400;0;400;0;100;0;0;100;700;0;0;0;0
OLN;0;2882;0;42110;2168;1446;0;7908;1000;1600;100;0;1200;2100
OLP;0;300;0;800;0;0;0;616;195;0;0;100;0;0
OMAB;0;0;0;0;0;0;0;0;0;100;0;0;0;0
OMC;0;2228;100;28347;2000;7180;0;17594;4500;14323;100;1300;2200;3992
OMCL;0;0;0;1500;200;100;0;0;700;2409;0;0;0;400
OME;0;0;100;2536;0;200;0;1800;0;300;200;0;0;0
OMER;0;600;0;7005;700;200;0;0;1300;3268;0;0;0;0
OMEX;0;500;0;13200;900;300;0;0;700;3217;0;0;600;1493
OMG;0;1600;0;3900;100;500;0;2442;749;1100;200;0;200;1474
OMI;0;2700;100;13440;1591;300;0;8296;3585;1700;700;0;1100;1600
OMN;0;200;0;2960;0;100;0;1800;1225;400;200;0;0;200
OMX;0;4923;0;9600;2969;800;0;12590;1525;8186;100;200;1000;2300
ONB;0;6565;0;3975;490;258;0;5025;4316;600;400;0;500;907
ONCY;0;1000;0;4700;0;100;0;0;200;100;600;0;0;200
ONE;0;400;0;2450;300;0;0;2400;100;400;0;100;200;100
ONEQ;0;0;0;200;0;0;0;0;0;0;0;0;0;0
ONFC;0;0;0;100;0;0;0;0;100;0;0;0;0;0
ONNN;0;21482;100;78969;10830;6198;0;0;16600;18535;11333;300;12937;15952
ONP;0;0;0;600;100;0;0;0;100;0;0;0;0;0
ONTY;0;881;0;18995;1100;800;0;0;3630;5676;0;0;1300;3200
ONVI;0;0;0;0;0;0;0;0;0;300;0;0;0;0
ONXX;0;447;0;10600;600;4500;0;0;1600;4200;0;0;1200;500
OPEN;0;300;0;3843;200;1000;0;0;1100;3500;0;0;0;1450
OPHC;0;0;0;10900;500;0;0;0;0;3400;0;0;0;0
OPK;0;2921;0;30830;3500;400;0;6747;2400;2982;900;100;1200;1100
OPLK;0;0;0;988;0;100;0;0;500;1600;0;0;0;100
OPTR;0;1600;0;15568;821;774;0;0;900;12731;200;0;1000;1700
OPXA;0;100;0;7101;0;200;0;0;200;0;0;0;0;0
OPY;0;0;0;500;0;0;0;200;500;100;0;0;0;100
ORA;0;0;0;100;200;100;0;1579;200;100;0;0;100;0
ORB;0;6304;0;10043;972;1100;0;8758;7981;1813;300;0;1400;1800
ORBC;0;0;0;1000;200;0;0;0;500;400;0;0;0;300
ORBK;0;0;0;1200;0;0;0;0;100;100;0;0;0;100
ORCL;200;23166;0;488726;34229;26240;0;0;25641;75413;1200;300;35829;79931
OREX;0;3400;100;31043;4600;8491;0;0;10660;21151;1800;100;1100;3100
ORI;0;7577;0;33670;4600;4920;0;22848;700;5838;1010;1100;4466;8182
ORIG;0;300;0;2525;200;3600;0;0;100;1225;100;0;0;200
ORIT;0;0;100;2300;0;300;0;0;400;900;400;0;0;500
ORLY;0;2336;300;10863;113;600;0;0;1100;6609;800;0;1700;1900
ORMP;0;0;0;2217;0;0;0;0;100;100;0;0;0;100
ORN;0;200;0;4800;0;0;0;1306;942;0;0;0;0;600
ORRF;0;0;0;200;0;0;0;0;0;500;0;0;0;300
OSBC;0;100;0;600;0;0;0;0;100;533;0;0;0;900
OSHC;0;0;0;156;0;0;0;0;0;0;0;0;0;100
OSIR;0;100;0;3300;200;600;0;0;300;2300;0;0;0;100
OSIS;0;600;300;9200;500;1800;0;0;1800;13858;0;0;1200;1850
OSK;0;3737;0;7200;300;2000;0;4979;635;2735;200;0;400;799
OSM;0;0;0;500;100;0;0;0;0;0;0;0;0;0
OSTK;0;300;100;13520;100;1200;0;0;1600;4235;0;0;0;2910
OSUR;0;1000;0;14251;1304;1486;0;0;1200;17596;800;0;1000;600
OTEX;0;300;0;3700;500;200;0;0;300;3304;0;0;200;831
OTTR;0;100;0;1900;200;500;0;0;900;2913;100;0;0;300
OVRL;0;0;0;0;0;0;0;0;0;400;0;0;0;0
OVTI;100;7693;0;33463;6400;2200;0;0;4600;10634;7200;200;3200;7863
OWW;0;400;0;3300;1200;1000;0;3362;1949;1863;200;0;200;1100
OXBT;0;0;0;0;100;100;0;0;0;500;0;0;0;0
OXF;0;0;0;200;0;0;0;0;0;0;0;0;0;0
OXGN;0;0;0;1350;0;0;0;0;0;0;0;0;0;0
OXLC;0;0;0;1000;0;0;0;0;0;0;0;0;0;0
OXM;0;1419;0;7304;900;1200;0;3897;1514;7184;500;300;800;1700
OXY;0;18353;600;52105;13874;6223;0;34508;8752;19961;300;3700;4567;23873
OZM;0;1800;0;9490;200;1000;0;3461;1262;1500;100;200;1100;600
OZRK;0;200;0;8600;200;500;0;0;1500;7000;100;0;200;1700
P;0;30618;0;56054;22140;8020;0;45194;19200;9312;3700;100;8674;19121
PAA;0;2674;100;7513;1638;100;0;6183;1420;3786;0;300;100;4964
PAAS;0;2400;0;53302;3771;1064;0;0;6247;19740;100;200;2200;7930
PAC;0;300;0;1100;0;200;0;2849;0;300;0;0;0;0
PACB;0;0;100;4400;200;6525;0;0;1388;6683;0;100;928;1605
PACD;0;300;0;1500;200;300;0;3680;0;1000;0;0;400;1700
PACR;0;300;0;8500;100;300;0;0;0;1970;0;0;335;200
PACT;0;600;0;35200;800;2600;0;0;2900;19668;100;200;100;5451
PACW;0;400;0;4200;206;100;0;0;482;700;100;0;0;300
PAG;0;200;0;4931;707;200;0;1250;719;1300;832;0;400;1800
PAGG;0;0;0;0;0;0;0;0;100;0;0;0;0;0
PAL;1800;2603;0;32735;3253;900;0;0;800;666;100;100;800;200
PALL;0;100;0;3868;0;0;0;0;1600;0;0;0;0;100
PAM;0;0;0;0;0;0;0;0;2100;0;0;0;0;0
PAMT;0;100;0;3044;0;600;0;0;200;1300;0;200;100;100
PANW;0;200;0;13639;800;2700;0;8433;2400;2934;100;800;1202;4747
PAR;0;100;0;0;0;0;0;0;0;0;0;0;0;0
PATH;0;100;0;1911;100;0;0;0;200;200;0;0;0;0
PATK;0;300;0;2797;400;500;0;0;100;1994;0;0;0;200
PATR;0;0;0;100;0;0;0;0;0;0;0;0;0;0
PAY;0;15300;0;82832;5100;7147;0;72996;11066;10240;9716;300;6500;9655
PAYX;0;2186;0;14074;1608;2699;0;0;5172;11331;0;200;1300;7464
PB;0;428;100;7500;100;400;0;5119;1366;3556;834;0;0;3400
PBA;0;200;0;1900;100;200;0;200;106;300;300;0;300;100
PBCT;100;14976;0;92090;19875;900;0;0;5600;12924;6303;0;9084;16987
PBD;0;0;0;2000;0;0;0;0;100;0;0;0;0;325
PBE;0;0;0;0;200;0;0;0;300;0;0;0;0;0
PBF;0;1422;0;6350;900;9610;0;7283;1592;4264;100;0;100;1367
PBH;0;900;0;1969;0;1100;0;13214;1023;600;100;0;0;400
PBI;0;9628;300;58678;8842;7244;0;28836;7813;12800;7344;900;2200;10800
PBJ;0;0;0;200;0;0;0;0;2584;200;0;0;0;0
PBNY;0;0;100;1600;164;700;0;3820;1256;900;0;0;100;869
PBP;0;0;0;10639;0;0;0;0;0;0;0;0;0;0
PBR;0;151397;0;290163;32630;13784;0;79567;19296;25029;16666;900;19972;25473
PBS;0;0;0;1000;0;0;0;0;0;0;0;0;0;0
PBT;0;0;100;900;0;422;0;534;767;200;0;0;0;0
PBW;0;2912;0;406;12020;0;0;0;6589;500;0;0;600;16283
PBY;0;3006;100;12915;1500;1316;0;5323;2108;2825;100;0;1500;3324
PBYI;0;600;0;4050;0;300;0;3006;400;300;0;100;200;300
PCAR;0;4700;100;23050;4200;7261;0;0;6099;49715;0;0;3600;17000
PCBK;0;200;0;11989;100;200;0;0;400;6200;0;0;0;8500
PCC;100;0;0;932;0;0;0;0;0;0;0;0;0;0
PCCC;0;100;0;500;0;200;0;0;200;324;0;0;0;300
PCEF;0;0;0;1705;0;0;0;0;200;0;0;0;0;0
PCF;0;0;0;1500;0;0;0;0;200;0;0;0;0;0
PCG;0;9203;0;19690;2041;816;0;25434;2500;4968;500;600;1300;4509
PCH;0;800;200;11153;1700;2574;0;0;500;5705;500;0;1800;2000
PCI;0;200;0;5262;200;0;0;2069;0;0;0;0;0;0
PCK;0;0;0;0;0;0;0;800;400;0;0;0;0;0
PCL;0;2200;200;12869;1037;700;0;5978;700;1900;100;100;1546;2400
PCLN;0;400;200;5942;600;0;0;0;300;2944;0;0;400;583
PCM;0;0;0;0;0;0;0;100;0;0;0;0;0;0
PCMI;0;0;0;2600;0;700;0;0;200;200;0;0;0;0
PCN;0;100;0;4070;0;1472;0;2926;0;0;0;0;0;0
PCO;0;200;0;7790;900;1300;0;0;1200;2808;100;0;600;1800
PCOM;0;0;0;100;0;100;0;0;200;100;0;0;0;0
PCP;0;600;100;3087;200;900;0;2500;300;900;0;0;400;100
PCQ;0;0;0;412;0;0;0;2952;0;0;0;0;0;100
PCRX;0;100;0;7209;600;200;0;0;234;4225;200;0;100;111
PCTI;0;0;0;200;0;0;0;0;0;600;0;0;0;0
PCY;0;693;0;19814;200;100;0;0;1395;400;0;0;844;5605
PCYC;0;8000;100;11865;5169;1000;0;0;800;10900;200;100;3600;1700
PCYG;0;0;0;875;0;0;0;0;200;500;0;0;0;0
PCYO;0;100;0;4000;0;100;0;0;200;200;0;0;0;0
PDCE;0;1000;0;3500;700;1863;0;0;900;6579;200;0;200;400
PDCO;0;988;0;13400;2100;1300;0;0;1022;2700;400;0;400;2300
PDEX;0;0;0;0;0;0;0;0;100;0;0;0;0;0
PDFS;0;200;0;2535;100;0;0;0;100;1400;0;0;0;0
PDH;0;100;0;1100;0;205;0;400;0;100;100;0;0;200
PDI;0;0;0;4347;0;100;0;1159;1100;975;0;0;0;0
PDLI;0;6222;0;34795;8416;8285;0;0;9100;86961;200;200;5157;17434
PDM;0;4042;0;21460;1350;2300;0;14575;900;2823;100;800;700;5228
PDP;0;0;0;567;0;162;0;0;4445;1110;0;0;0;0
PDS;0;7100;190;50020;5186;2359;0;13130;7610;5500;100;100;4200;16010
PDT;0;0;0;4253;0;0;0;0;0;0;0;0;0;100
PEB;0;1798;0;4700;100;200;0;13450;6033;600;0;500;400;1900
PEBO;0;0;0;1200;400;100;0;0;100;1800;0;0;0;100
PEG;0;16496;0;37975;4449;4379;0;19966;4300;7909;400;200;3184;13536
PEGA;0;200;0;700;100;0;0;0;600;1185;0;0;0;200
PEI;0;5500;0;10287;2854;1000;0;11645;2357;3600;3000;0;600;2100
PEIX;0;300;0;40685;2862;5644;0;0;0;8118;0;0;0;1100
PEJ;0;0;0;214;0;0;0;0;0;0;0;0;0;0
PEK;0;0;0;700;0;800;0;0;0;0;0;0;0;0
PENN;0;1082;0;20333;1000;1300;0;0;1700;6963;0;0;800;2891
PENX;0;0;0;0;0;0;0;0;0;100;0;0;0;0
PEO;0;0;0;553;0;0;0;1000;0;100;0;0;0;0
PEOP;0;0;0;100;0;0;0;0;0;0;0;0;0;0
PEP;0;7074;400;84205;6200;3377;0;50409;14355;20690;600;2200;2426;19408
PER;0;100;0;2533;0;100;0;2318;100;100;300;0;0;200
PERI;0;802;0;7242;0;1200;0;0;1900;2438;100;0;300;1200
PERY;0;300;200;1200;0;500;0;0;0;500;0;0;0;322
PES;0;2200;0;6200;400;100;0;8948;3473;1635;0;0;400;1650
PESI;0;0;0;0;0;0;0;0;100;0;0;0;0;0
PETM;0;1700;100;19598;3300;1800;0;0;52022;12066;400;0;800;3200
PETS;0;0;0;2594;500;300;0;0;700;3368;400;0;300;0
PEY;0;200;0;1200;0;0;0;0;538;0;0;0;0;1500
PF;0;300;0;13393;500;600;0;3171;400;100;200;0;0;300
PFBC;0;100;0;100;0;0;0;0;100;0;0;0;0;100
PFBI;0;0;0;100;0;600;0;0;0;0;0;0;0;0
PFD;0;0;0;127;0;0;0;1600;0;0;0;0;0;0
PFE;0;197312;100;434981;62524;43978;0;226195;30017;58026;34270;26569;23267;65889
PFF;0;1400;0;60680;1893;600;0;0;10922;100;100;0;0;3550
PFG;0;6475;205;15175;2805;3100;0;24059;4100;6931;700;500;1343;3664
PFL;0;0;0;0;0;0;0;300;0;0;0;0;0;0
PFLT;0;0;0;1003;0;0;0;0;0;1000;0;0;0;0
PFM;0;0;0;2854;2100;0;0;0;0;0;0;0;0;0
PFMT;0;100;100;4070;100;300;0;0;4100;1200;100;0;0;200
PFN;0;400;0;3957;0;0;0;600;0;100;0;0;0;100
PFO;0;0;0;0;0;0;0;100;0;0;0;0;0;0
PFPT;0;200;0;5800;300;700;0;0;100;500;0;0;0;0
PFS;0;400;100;2796;0;200;0;5573;200;308;0;0;0;300
PFSW;0;0;0;100;0;0;0;0;100;0;0;0;0;0
PFX;0;0;0;300;0;0;0;100;100;1000;0;0;0;0
PFXF;0;0;0;500;1300;700;0;0;0;600;0;0;0;400
PG;0;23134;460;171904;27807;21051;0;167818;36542;43300;2100;7200;4300;34834
PGF;0;1262;0;6456;142;0;0;0;0;0;0;0;350;0
PGH;0;4517;100;23878;1444;4110;0;11914;7172;2733;100;200;318;3000
